VENUE,CATEGORY,TOP_LEVEL_CATEGORY,NEIGHBORHOOD,NEIGHBORHOOD_LAT,NEIGHBORHOOD_LNG
2,Iglesia Ni Cristo (Church of Christ) - Seattle Locale,Church,Professional & Other Places,Rainier Valley Neighborhood,47.54616093,-122.27606631
0,Eagles Aerie #1,Social Club,Professional & Other Places,Maple Leaf Neighborhood,47.69034567,-122.31223392
1,Maple Leaf Pet Corner,Veterinarian,Professional & Other Places,Maple Leaf Neighborhood,47.69034567,-122.31223392
2,Encore Media Group,Office,Professional & Other Places,Maple Leaf Neighborhood,47.69034567,-122.31223392
3,Home Alone in America,Advertising Agency,Professional & Other Places,Maple Leaf Neighborhood,47.69034567,-122.31223392
4,Kira Baum ND/LAC,Office,Professional & Other Places,Maple Leaf Neighborhood,47.69034567,-122.31223392
0,VCA Magnolia Animal Hospital,Veterinarian,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
1,US Post Office,Post Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
2,Northwest Pediatric Dentistry,Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
3,"Magnolia Family Dentistry: Dr. Suzuki, DDS",Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
4,MTI Physical Therapy - Magnolia,Physical Therapist,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
5,Swedish Magnolia Primary Care,Doctor's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
6,Nelson Orthodontics,Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
7,Magnolia Dental Care,Medical Center,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
8,Magnolia Dental Arts,Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
9,"Jody L. Brennan, D.D.S.",Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
10,Magnolia United Church of Christ,Church,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
11,Magnolia Co-operative Preschool,Preschool,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
12,The Mailbox Magnolia,Post Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
13,Brian Etscheid D.D.S.,Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
14,United States Postal Service,Post Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
15,The Church of Jesus Christ of Latter-day Saints,Church,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
16,Magnolia Vet,Veterinarian,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
17,Medpro Medical Testing Center,Medical Lab,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
18,Seattle Republican Association,Non-Profit,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
19,Emerald City Sun,Building,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
20,Church of the Ascension,Church,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
21,Dr. Enneking DDS,Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
22,Whole Earth Dental,Dentist's Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
23,Magnolia Chamber Of commerce,Non-Profit,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
24,CorHouse,Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
25,Ashton Road Inc,Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
26,The Moyer Foundation,Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
27,Wheeler St Alley,Parking,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
28,Justice Smiles,Building,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
29,Yalmes,Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
30,Chirpsy,Office,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
31,Christian Reading Room,Spiritual Center,Professional & Other Places,Magnolia Neighborhood,47.63955267,-122.40100699
0,Seattle Public Library - Rainier Beach,Library,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
1,Rainier Beach Community Center,Community Center,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
2,Rainier Beach High School,High School,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
3,South Shore School,School,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
4,"Balance chiropractic center, llc",Chiropractor,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
5,Southwest Mortuary,Funeral Home,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
6,Rainier Beach Dental,Dentist's Office,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
7,South Lake Alternative High School,High School,Professional & Other Places,Rainier Beach Neighborhood,47.52330612,-122.26998975
0,Old Georgetown City Hall,City Hall,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
1,Charles Smith Wines Jet City,Winery,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
2,Pedini Seattle,Building,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
3,Miller School of Art,School,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
4,Cascade Cliffs Vineyard & Winery,Winery,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
5,Neighborcare Health Georgetown Dental Clinic,Dentist's Office,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
6,Magic Leap,Office,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
7,Mercer Estates Winery,Winery,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
8,Project Bionic,Building,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
9,oxbow,Event Space,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
10,Belle and Wissell,Design Studio,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
11,Korean Central Baptist Church,Church,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
12,Snopac,Office,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
13,Patient Care Network,Building,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
14,Horton Building,Building,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
15,The Creature Den and HQ of Social Creature Media,Tech Startup,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
16,wje,Building,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
17,Allied Technical Services,Factory,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
18,Rainer Center General Office,Coworking Space,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
19,Bank of America - George Town,Building,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
20,Prairie Underground,Office,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
21,Magic Wheels Clubhouse,Event Space,Professional & Other Places,Georgetown Neighborhood,47.54792637,-122.31609424
0,Columbia City Veterinary Hospital,Veterinarian,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
1,Columbia City public parking,Parking,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
2,Columbia City Acupuncture & Wellness,Acupuncturist,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
3,Seattle Home Maternity,Maternity Clinic,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
4,Renew Physical Therapy,Medical Center,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
5,Greenhouse Apartments,Residential Building (Apartment / Condo),Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
6,Columbia City Parcel & Post,Post Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
7,Columbia City Dental,Dentist's Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
8,Seattle Public Library - Columbia,Library,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
9,Angeline Apartments,Residential Building (Apartment / Condo),Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
10,United Indians Of All Tribes,Non-Profit,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
11,Columbia City Acupuncture & Herbs,Acupuncturist,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
12,Hasegawa Family And Cosmetic Dentistry,Dentist's Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
13,New Freeway Hall,Event Space,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
14,Igimo Art Station,Art Studio,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
15,Consejo,Mental Health Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
16,Wink,Medical Center,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
17,Mail Box - Columbia City,Voting Booth,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
18,Columbia City Herb And Acupuncture Clinic,Acupuncturist,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
19,Hillside Family Dentistry,Dentist's Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
20,Grandpas Bank,Non-Profit,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
21,thermixaloft,Building,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
22,HomeSight NeighborWorks HomeOwnership Center,Non-Profit,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
23,Church Of Hope,Church,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
24,Valley And Mountian Fellowship,Spiritual Center,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
25,SOUTHEAST YOUTH & FAMILY SERVICES,Coworking Space,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
26,Dr. Allen Doan,Doctor's Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
27,Seed Seattle,Office,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
28,The Landmark,Shrine,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
29,Alliance for a Just Society,Non-Profit,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
30,Columbia City Event Center,Event Space,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
31,Southside Commons,Event Space,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
32,3rd Space Community Acupuncture - Columbia City,Acupuncturist,Professional & Other Places,Columbia City Neighborhood,47.55784673,-122.28504372
0,Sound Orthodontics,Dentist's Office,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
1,"Richard Pellerin, M.d.",Doctor's Office,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
2,Seattle Public Library,Library,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
3,Lafayette Elementary School,Elementary School,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
4,Kumon Math and Reading Center of West Seattle - North,School,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
5,Admiral Junction Mailing & Business Center,Post Office,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
6,Brookdale Admiral Heights,Assisted Living,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
7,Seattle Orthodontics,Dentist's Office,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
8,Madison Jr High,Middle School,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
9,Better Builders,Building,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
10,Andover School,Preschool,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
11,The Kingdom Hall,Kingdom Hall,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
12,Admiral Vet Hospital,Veterinarian,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
13,Dr. Naden,Office,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
14,Farmer's Insurance Group,Insurance Office,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
15,"Wolffire Works, Inc",Tech Startup,Professional & Other Places,Admiral Neighborhood,47.58119359,-122.38654756
0,Alki Bathhouse,Event Space,Professional & Other Places,Alki Neighborhood,47.57912324,-122.41064962
1,Conference Room - Freeman Seattle,Conference Room,Professional & Other Places,Alki Neighborhood,47.57912324,-122.41064962
2,The Sugar Shack,Building,Professional & Other Places,Alki Neighborhood,47.57912324,-122.41064962
3,Alki Community Center,Community Center,Professional & Other Places,Alki Neighborhood,47.57912324,-122.41064962
4,Alki Property Management,Office,Professional & Other Places,Alki Neighborhood,47.57912324,-122.41064962
5,Monster Costume,Tech Startup,Professional & Other Places,Alki Neighborhood,47.57912324,-122.41064962
0,US Post Office,Post Office,Professional & Other Places,International District,47.59918894,-122.32505713
1,21 Progress,Non-Profit,Professional & Other Places,International District,47.59918894,-122.32505713
2,Hing Hay Coworks,Coworking Space,Professional & Other Places,International District,47.59918894,-122.32505713
3,The Publix,Residential Building (Apartment / Condo),Professional & Other Places,International District,47.59918894,-122.32505713
4,Addison on Fourth,Building,Professional & Other Places,International District,47.59918894,-122.32505713
5,Clarity Acupuncture and Herbs,Acupuncturist,Professional & Other Places,International District,47.59918894,-122.32505713
6,Icon Apartments,Residential Building (Apartment / Condo),Professional & Other Places,International District,47.59918894,-122.32505713
7,Washington State Acupuncture And Chinese Medicine Center,Acupuncturist,Professional & Other Places,International District,47.59918894,-122.32505713
8,Uwajimaya Village Apartments,Building,Professional & Other Places,International District,47.59918894,-122.32505713
9,Diamond Parking,Parking,Professional & Other Places,International District,47.59918894,-122.32505713
10,Seattle Chinese Times,Office,Professional & Other Places,International District,47.59918894,-122.32505713
11,505 Union Station,Office,Professional & Other Places,International District,47.59918894,-122.32505713
12,Seattle Choeizan Enkyoji Temple,Buddhist Temple,Professional & Other Places,International District,47.59918894,-122.32505713
13,Chong Wa Benevolent Society,School,Professional & Other Places,International District,47.59918894,-122.32505713
14,Jackson 5,Office,Professional & Other Places,International District,47.59918894,-122.32505713
15,St. Paul Medical Clinic,Doctor's Office,Professional & Other Places,International District,47.59918894,-122.32505713
16,WKND Studio,Office,Professional & Other Places,International District,47.59918894,-122.32505713
17,Double Down Interactive,Tech Startup,Professional & Other Places,International District,47.59918894,-122.32505713
18,SCIDpda,Non-Profit,Professional & Other Places,International District,47.59918894,-122.32505713
19,WA Labor & Industries,Government Building,Professional & Other Places,International District,47.59918894,-122.32505713
20,Interim Parking,Parking,Professional & Other Places,International District,47.59918894,-122.32505713
21,Beacon Hill Medical Center,Medical Center,Professional & Other Places,International District,47.59918894,-122.32505713
22,TDW+Co,Advertising Agency,Professional & Other Places,International District,47.59918894,-122.32505713
23,APLUS USA,School,Professional & Other Places,International District,47.59918894,-122.32505713
24,APLUS USA International Student Support,Office,Professional & Other Places,International District,47.59918894,-122.32505713
25,IDEA Space,Non-Profit,Professional & Other Places,International District,47.59918894,-122.32505713
26,McKenna for Governor Seattle Field Office,Office,Professional & Other Places,International District,47.59918894,-122.32505713
27,c & t building,Building,Professional & Other Places,International District,47.59918894,-122.32505713
28,"Kenneth Hong, M.D. Internal Medicine",Doctor's Office,Professional & Other Places,International District,47.59918894,-122.32505713
29,Nw Acupuncture and Herbal C,Acupuncturist,Professional & Other Places,International District,47.59918894,-122.32505713
30,The Copy Company,Business Center,Professional & Other Places,International District,47.59918894,-122.32505713
31,IE Office,Office,Professional & Other Places,International District,47.59918894,-122.32505713
32,Groupon,Office,Professional & Other Places,International District,47.59918894,-122.32505713
33,"Photo ▾ Richard M Voget DDS, PS",Dentist's Office,Professional & Other Places,International District,47.59918894,-122.32505713
34,Hubspan,Tech Startup,Professional & Other Places,International District,47.59918894,-122.32505713
35,Dharma Friendship Foundation,Spiritual Center,Professional & Other Places,International District,47.59918894,-122.32505713
36,620 S Jackson St Seattle Wa 98104,Doctor's Office,Professional & Other Places,International District,47.59918894,-122.32505713
37,Screenlife Games LLC,Office,Professional & Other Places,International District,47.59918894,-122.32505713
38,disability rights washington,Office,Professional & Other Places,International District,47.59918894,-122.32505713
39,ATEQ-Omicron,Professional & Other Places,Professional & Other Places,International District,47.59918894,-122.32505713
40,Vulcan Inc.,Office,Professional & Other Places,International District,47.59918894,-122.32505713
41,Kaiping Association of Seattle,Event Space,Professional & Other Places,International District,47.59918894,-122.32505713
42,The Dexter Experience,Event Space,Professional & Other Places,International District,47.59918894,-122.32505713
43,Julie Andrews Conference Room - 713,Conference Room,Professional & Other Places,International District,47.59918894,-122.32505713
44,North American Post Tea House,Event Space,Professional & Other Places,International District,47.59918894,-122.32505713
0,Conscious Choice Chiropractic,Chiropractor,Professional & Other Places,Morgan Junction Neighborhood,47.54487025,-122.38721687
1,AT&T Store,Building,Professional & Other Places,Morgan Junction Neighborhood,47.54487025,-122.38721687
2,Christine Kirchner DDS,Dentist's Office,Professional & Other Places,Morgan Junction Neighborhood,47.54487025,-122.38721687
3,White Orison Haven,Shrine,Professional & Other Places,Morgan Junction Neighborhood,47.54487025,-122.38721687
4,Premier Chiropractic,Chiropractor,Professional & Other Places,Morgan Junction Neighborhood,47.54487025,-122.38721687
5,"Esther Garcia-Cuellar, LAc",Medical Center,Professional & Other Places,Morgan Junction Neighborhood,47.54487025,-122.38721687
0,Lane,Residential Building (Apartment / Condo),Residence,Northgate Neighborhood,47.70859338,-122.32327578
1,525 At The Enclave Apartments,Residential Building (Apartment / Condo),Residence,Northgate Neighborhood,47.70859338,-122.32327578
2,Northgate Plaza,Assisted Living,Residence,Northgate Neighborhood,47.70859338,-122.32327578
3,507 Northgate Apartments,Residential Building (Apartment / Condo),Residence,Northgate Neighborhood,47.70859338,-122.32327578
4,The Court Apartment,Residential Building (Apartment / Condo),Residence,Northgate Neighborhood,47.70859338,-122.32327578
5,NorthHaven II,Assisted Living,Residence,Northgate Neighborhood,47.70859338,-122.32327578
6,Northaven,Residential Building (Apartment / Condo),Residence,Northgate Neighborhood,47.70859338,-122.32327578
7,Venture Compound,Residential Building (Apartment / Condo),Residence,Northgate Neighborhood,47.70859338,-122.32327578
0,City North Apartments,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
1,Willows Court Apartments,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
2,Gladstone Apartments,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
3,Lake City Court,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
4,Stratford Court Apartments,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
5,Apartment Complex,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
6,Villa Appia Apartments,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
7,Royal Oak Condominiums,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
8,Brookview Apartments,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
9,Bros Haven,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
10,Solara Apartments - Building C,Residential Building (Apartment / Condo),Residence,Lake City Neighborhood,47.71927766,-122.29522754
0,MOD Apartments,Residential Building (Apartment / Condo),Residence,Wedgewood Neighborhood,47.67578349,-122.2902732
1,Matterhorn Apartments,Residential Building (Apartment / Condo),Residence,Wedgewood Neighborhood,47.67578349,-122.2902732
2,Ravenscroft,Residential Building (Apartment / Condo),Residence,Wedgewood Neighborhood,47.67578349,-122.2902732
3,Raliegh Court Apartments,Residential Building (Apartment / Condo),Residence,Wedgewood Neighborhood,47.67578349,-122.2902732
4,CdG,Residential Building (Apartment / Condo),Residence,Wedgewood Neighborhood,47.67578349,-122.2902732
0,The Avenue Building,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
1,M Seattle Leasing Office,Office,Residence,University District,47.66126761,-122.31313279
2,AVA U District,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
3,Malloy Apartments,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
4,Campus Apartments,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
5,The Rivendell,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
6,The Wilsonian Apartments,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
7,Lothlorien Apartments,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
8,The Hiatt,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
9,AOI bunkhouse,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
10,KIBAS,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
11,Varsity Arms,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
12,Lothlorien Rooftop,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
13,Aylward Apartments,Residential Building (Apartment / Condo),Residence,University District,47.66126761,-122.31313279
0,The Green Lake Condominium,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
1,6909 Weedin Place,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
2,Aladdin Apartments,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
3,The Eddy,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
4,Helene Apartments,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
5,Village Cove,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
6,Florera Apts,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
7,Boozewego Bunker,Assisted Living,Residence,Green Lake Neighborhood,47.67949043,-122.32584595
8,Oswego Place Apartments,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
9,Hanna's,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
10,Penthouse #16,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
11,Brett's Value Village,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
12,DunbreezLand,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
13,Sydmar's Hawzi,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
14,Greenlake Plaza,Residential Building (Apartment / Condo),Residence,Green Lake Neighborhood,47.67949043,-122.32584595
0,Janus Apartments,Residential Building (Apartment / Condo),Residence,Greenwood Neighborhood,47.69059336,-122.35530169
1,Footprint Phinney,Residential Building (Apartment / Condo),Residence,Greenwood Neighborhood,47.69059336,-122.35530169
2,Paula Marie Apartments,Residential Building (Apartment / Condo),Residence,Greenwood Neighborhood,47.69059336,-122.35530169
3,The Towers on Greenwood,Residential Building (Apartment / Condo),Residence,Greenwood Neighborhood,47.69059336,-122.35530169
4,Sapphire Condominiums,Residential Building (Apartment / Condo),Residence,Greenwood Neighborhood,47.69059336,-122.35530169
0,The Wedge Apartments,Residential Building (Apartment / Condo),Residence,Crown Hill Neighborhood,47.69060735,-122.37680574
1,Samantha Sue Apartments,Residential Building (Apartment / Condo),Residence,Crown Hill Neighborhood,47.69060735,-122.37680574
0,Pacific Apartments,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
1,Ballard on the Park,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
2,AMLI Mark 24,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
3,Merrill Gardens at Ballard,Assisted Living,Residence,Ballard Neighborhood,47.66867888,-122.38636968
4,Soren Apartments,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
5,Canal Station North,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
6,Solo Lofts,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
7,Solo Lofts Sales Center,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
8,Aros Apartments,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
9,Greenfire Campus,Residential Building (Apartment / Condo),Residence,Ballard Neighborhood,47.66867888,-122.38636968
0,St. James Tower Apartment Homes,Building,Residence,Fremont Neighborhood,47.64958774,-122.34974947
1,Epi Apartments,Residential Building (Apartment / Condo),Residence,Fremont Neighborhood,47.64958774,-122.34974947
2,Crestwood Apartment Homes,Residential Building (Apartment / Condo),Residence,Fremont Neighborhood,47.64958774,-122.34974947
3,Isherwood Apartments,Residential Building (Apartment / Condo),Residence,Fremont Neighborhood,47.64958774,-122.34974947
4,Equinox Building,Residential Building (Apartment / Condo),Residence,Fremont Neighborhood,47.64958774,-122.34974947
5,Fremont Place Apartments,Residential Building (Apartment / Condo),Residence,Fremont Neighborhood,47.64958774,-122.34974947
6,District 18 (C&M's),Residential Building (Apartment / Condo),Residence,Fremont Neighborhood,47.64958774,-122.34974947
0,Bagley Lofts,Residential Building (Apartment / Condo),Residence,Wallingford Neighborhood,47.66138563,-122.33371982
1,Corliss 4,Housing Development,Residence,Wallingford Neighborhood,47.66138563,-122.33371982
2,Footprint,Residential Building (Apartment / Condo),Residence,Wallingford Neighborhood,47.66138563,-122.33371982
3,Corliss Apt Building,Residential Building (Apartment / Condo),Residence,Wallingford Neighborhood,47.66138563,-122.33371982
4,Corliss Apartments,Residential Building (Apartment / Condo),Residence,Wallingford Neighborhood,47.66138563,-122.33371982
5,1707 North 45th,Residential Building (Apartment / Condo),Residence,Wallingford Neighborhood,47.66138563,-122.33371982
0,Bayview Retirement Community,Assisted Living,Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
2,Alvena Vista Apartments (Andy Wood),Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
3,First and Republican,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
4,Uptown11,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
5,TriBeCa Condos,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
6,Expo,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
7,Chandler Hall,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
8,1819 10th Ave W United States,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
9,Uptown Studios,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
10,509First,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
11,525 First Avenue Apartments,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
12,Expo Apartment Homes,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
13,420 Queen Anne Ave Apartments,Residential Building (Apartment / Condo),Residence,Queen Anne Neighborhood,47.62458195,-122.35671023
